页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
82,853641,--用于电压不超过60伏的线路：, , , , 
82,85364,-继电器：, , , , 
82,85363000,-其他电路保护装置,6/4.5,50, , 
82,85362000,-自动断路器,9,50, , 
82,85361000,-熔断器,10,50, , 
82,8536,电路的开关、保护或连接用的电器装置（例如，开关、继电器、熔断器、电涌抑制器、插头、插座、灯座及其他连接器、接线盒)，用于电压不超过1000伏的线路；光导纤维、光导纤维束或光缆用连接器：, , , , 
82,85359000,-其他,10,50, , 
82,85354000,-避雷器、电压限幅器及电涌抑制器,18,50, , 
82,85353090,---其他,10,50, , 
82,85353020,---用于电压高于220千伏，但不高于750千伏的线路,10,50, , 
82,85353010,---用于电压在72.5千伏及以上，但不高于220千伏的线路,10,50, , 
82,85353,-隔离开关及断续开关：, , , , 
82,85352990,---其他,10,50, , 
82,85352920,---用于电压高于220千伏，但不高于750千伏的线路,10,50, , 
82,85352910,---用于电压在72.5千伏及以上，但不高于220千伏的线路,10,50, , 
82,853529,--其他：, , , , 
82,85352100,--用于电压低于72.5千伏的线路,14,50, , 
82,85352,-自动断路器：, , , , 
82,85351000,-熔断器,14,50, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
83,8535,电路的开关、保护或连接用的电气装置（例如，开关、熔断器、避雷器、电压限幅器、电涌抑制器、插头及其他连接器、接线盒)，用于电压超过1000伏的线路：, , , , 
83,85340090,---其他,0,50, , 
83,85340010,---4层以上的,0,35, , 
83,8534,印刷电路：, , , , 
83,85339000,-零件,0,50, , 
83,85334000,-其他可变电阻器，包括变阻器及电位器,0,50, , 
83,85333900,--其他,0,50, , 
83,85333100,--额定功率不超过20瓦,0,50, , 
83,85333,-线绕可变电阻器，包括变阻器及电位器：, , , , 
83,85332900,--其他,0,50, , 
83,85332190,---其他,0,50, , 
83,85332110,---片式,0,50, , 
83,853321,--额定功率不超过20瓦：, , , , 
83,85332,-其他固定电阻器：, , , , 
83,85331000,-固定碳质电阻器，合成或薄膜式,0,50, , 
83,8533,电阻器（包括变阻器及电位器)，但加热电阻器除外：, , , , 
83,85329090,---其他,0,35, , 
83,85329010,---税号8532.1000所列电容器用,0,20, , 
83,85329,-零件：, , , , 
83,85323000,-可变或可调（微调)电容器,0,35, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
84,85322900,--其他,0,35, , 
84,85322590,---其他,0,35, , 
84,85322510,---片式,0,35, , 
84,853225,--纸介质或塑料介质电容器：, , , , 
84,85322490,---其他,0,35, , 
84,85322410,---片式,0,35, , 
84,853224,--多层瓷介电容器：, , , , 
84,85322300,--单层瓷介电容器,0,35, , 
84,85322290,---其他,0,35, , 
84,85322210,---片式,0,35, , 
84,853222,--铝电解电容器：, , , , 
84,85322190,---其他,0,35, , 
84,85322110,---片式,0,35, , 
84,853221,--钽电容器：, , , , 
84,85322,-其他固定电容器：, , , , 
84,85321000,-固定电容器，用于50／60赫兹电路，其额定无功功率不低于0.5千瓦（电力电容器),0,20, , 
84,8532,固定、可变或可调（微调)电容器：, , , , 
84,85319090,---其他,0,70, , 
84,85319010,---防盗或防火报警器及类似装置用,0,40, , 
84,85319,-零件：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
85,85318090,---其他,7.5/6.3,70, , 
85,85318010,---蜂鸣器,15,70, ,7.5
85,85318,-其他装置：, , , , 
85,85312000,-装有液晶装置（LCD)或发光二极管（LED)的显示板,0,70, , 
85,85311000,-防盗或防火报警器及类似装置,10,40, , 
85,8531,电气音响或视觉信号装置（例如，电铃、电笛、显示板、防盗或防火报警器)，但税目85.12或85.30的货品除外：, , , , 
85,85309000,-零件,8,20, , 
85,85308000,-其他设备,8,20, , 
85,85301000,-铁道或电车道用的设备,10,20, , 
85,8530,铁道、电车道、道路或内河航道、停车场、港口或机场用的电气信号、安全或交通管理设备（税目86.08的货品除外)：, , , , 
85,85299090,---其他,0,57, , 
85,85299089,----其他,0,50, , 
85,85299083,----有机发光二极管显示屏,15,80, ,5
85,85299082,----等离子显像组件及其零件,15/12.5,80, ,5
85,85299081,----彩色电视接收机用（等离子显像组件及其零件、有机发光二极管显示屏除外),15,80, ,6
85,8529908,---电视接收机用（高频调谐器除外)：, , , , 
85,85299060,---无线电收音机及其组合机用,15/12.5,130, ,7
85,85299050,---雷达设备及无线电导航设备用,1.5/1.3,8, , 
85,85299049,----其他,12/10,100, ,2
85,85299042,----非特种用途的取像模块,12/10,100, ,3
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
86,85299041,----特种用途的,8/6.7,17, , 
86,8529904,---电视摄像机、视频摄录一体机及数字照相机用：, , , , 
86,85299010,---电视发送、差转设备及卫星电视地面接收转播设备用,0,30, , 
86,85299,-其他：, , , , 
86,85291090,---其他,1/0.5,20, , 
86,85291020,---无线电收音机及其组合机、电视接收机用,0,90, , 
86,85291010,---雷达设备及无线电导航设备用,0.8/0.4,8, , 
86,85291,-各种天线或天线反射器及其零件：, , , , 
86,8529,专用于或主要用于税目85.25至85.28所列装置或设备的零件：, , , , 
86,85287300,--其他，单色的,7,100, , 
86,85287299,----其他,15,130, , 
86,85287292,----数字电视接收机,15,130, , 
86,85287291,----模拟电视接收机,10,130, , 
86,8528729,---其他：, , , , 
86,85287239,----其他,15,130, , 
86,85287232,----数字电视接收机,15,130, , 
86,85287231,----模拟电视接收机,10,130, , 
86,8528723,---等离子显示器的：, , , , 
86,85287229,----其他,15,130, , 
86,85287222,----数字电视接收机,15,130, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
87,85287221,----模拟电视接收机,15,130, , 
87,8528722,---液晶显示器的：, , , , 
87,85287219,----其他,10,130, , 
87,85287212,----数字电视接收机,10,130, , 
87,85287211,----模拟电视接收机,10,130, , 
87,8528721,---阴极射线显像管的：, , , , 
87,852872,--其他，彩色的：, , , , 
87,85287190,---单色的,10/7.5,100, , 
87,85287180,---其他彩色的,20/15,130, , 
87,85287110,---彩色卫星电视接收机,20/15,130, , 
87,852871,--在设计上不带有视频显示器或屏幕的：, , , , 
87,85287,-电视接收装置，不论是否装有无线电收音装置或声音、图像的录制或重放装置：, , , , 
87,85286990,---单色的,15,100, , 
87,85286910,---彩色的,30,130, , 
87,852869,--其他：, , , , 
87,85286290,---其他，单色的,15,100, , 
87,85286220,---其他，彩色的,30,130, , 
87,85286210,---专用于或主要用于税目84.71的自动数据处理系统的,0,14, , 
87,852862,--可直接连接且设计用于税目84.71的自动数据处理设备的：, , , , 
87,85286,-投影机：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
88,85285990,---单色的,19,100, , 
88,85285910,---彩色的,30,130, ,15
88,852859,--其他：, , , , 
88,85285299,----其他，单色的,19,100, , 
88,85285292,----其他，彩色的,30,130, , 
88,85285291,----专用于或主要用于税目84.71的自动数据处理系统的，彩色的,0,40, , 
88,8528529,---其他：, , , , 
88,85285219,----其他，单色的,19,100, , 
88,85285212,----其他，彩色的,30,130, , 
88,85285211,----专用于或主要用于税目84.71的自动数据处理系统的,0,40, , 
88,8528521,---液晶的：, , , , 
88,852852,--可直接连接且设计用于税目84.71的自动数据处理设备的：, , , , 
88,85285,-其他监视器：, , , , 
88,85284990,---单色的,9.5/4.8,100, , 
88,85284910,---彩色的,15/7.5,130, , 
88,852849,--其他：, , , , 
88,85284200,--可直接连接且设计用于税目84.71的自动数据处理设备的,0,40, , 
88,85284,-阴极射线管监视器：, , , , 
88,8528,监视器及投影机，未装电视接收装置；电视接收装置，不论是否装有无线电收音装置或声音、图像的录制或重放装置：, , , , 
88,85279900,--其他,15/7.5,130, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
89,85279200,--带时钟的收音机,7.5/3.8,130, , 
89,85279100,--收录（放)音组合机,7.5/3.8,130, , 
89,85279,-其他：, , , , 
89,85272900,--其他,7.5/3.8,130, , 
89,85272100,--收录（放)音组合机,15,130, , 
89,85272,-需外接电源的汽车用无线电收音机：, , , , 
89,85271900,--其他,7.5/3.8,130, , 
89,85271300,--其他收录（放)音组合机,7.5/3.8,130, , 
89,85271200,--袖珍盒式磁带收放机,10/5,130, , 
89,85271,-不需外接电源的无线电收音机：, , , , 
89,8527,无线电广播接收设备，不论是否与声音的录制、重放装置或时钟组合在同一机壳内：, , , , 
89,85269200,--无线电遥控设备,3.3/2.5,14, , 
89,85269190,---其他,1/0.5,8, , 
89,85269110,---机动车辆用,1/0.5,8, , 
89,852691,--无线电导航设备：, , , , 
89,85269,-其他：, , , , 
89,85261090,---其他,2.5/1.3,14, ,1
89,85261010,---导航用,1/0.5,8, , 
89,85261,-雷达设备：, , , , 
89,8526,雷达设备、无线电导航设备及无线电遥控设备：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
90,85258039,----非特种用途的其他类型,0,T6, , 
90,85258033,----非特种用途的家用型,0,130, , 
90,85258032,----非特种用途的广播级,0,T6, , 
90,85258031,----特种用途的,0,17, , 
90,8525803,---视频摄录一体机：, , , , 
90,85258029,----非特种用途的其他类型,0,T6, , 
90,85258025,----非特种用途的,其他可换镜头的,0,T6, , 
90,85258022,----非特种用途的单镜头反光型,0,T6, , 
90,85258021,----特种用途的,0,17, , 
90,8525802,---数字照相机：, , , , 
90,85258013,----非特种用途的其他类型,23.3%/17.5%,T6, ,4
90,85258012,----非特种用途的广播级,23.3%/17.5%,T6, , 
90,85258011,----特种用途的,6.7/5,17, , 
90,8525801,---电视摄像机：, , , , 
90,85258,-电视摄像机、数字照相机及视频摄录一体机：, , , , 
90,85256090,---其他,0,30, , 
90,85256010,---卫星地面站设备,0,14, , 
90,85256,-装有接收装置的发送设备：, , , , 
90,85255000,-发送设备,0,30, , 
90,8525,无线电广播、电视发送设备，不论是否装有接收装置或声音的录制、重放装置；电视摄像机、数字照相机及视频摄录一体机：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
91,85238099,----其他,0,14, , 
91,85238091,----未录制,0,14, , 
91,8523809,---其他：, , , , 
91,85238029,----其他,0,14, , 
91,85238021,----未录制,0,14, , 
91,8523802,---税目84.71所列机器用：, , , , 
91,85238019,----其他,0,70, , 
91,85238011,----已录制,7.5/3.8,130, , 
91,8523801,---唱片：, , , , 
91,85238,-其他：, , , , 
91,85235920,---已录制,0,14, , 
91,85235910,---未录制,0,70, , 
91,852359,--其他：, , , , 
91,85235290,---其他,0,21, , 
91,85235210,---未录制,0,21, , 
91,852352,--“智能卡”：, , , , 
91,85235120,---已录制,0,14, , 
91,85235110,---未录制,0,70, , 
91,852351,--固态非易失性存储器件（闪速存储器)：, , , , 
91,85235,-   半导体媒体：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
92,85234990,---其他,0,14, , 
92,85234920,---用于重放声音、图像以外信息的，税目84.71所列机器用,0,14, , 
92,85234910,---仅用于重放声音信息的,5/2.5,130, , 
92,852349,--其他：, , , , 
92,85234100,--未录制,0,14, , 
92,85234,-光学媒体：, , , , 
92,85232990,---其他,0,14, , 
92,85232929,----已录制的其他磁带,0,14, , 
92,85232928,----重放声音或图像信息的磁带,5/2.5,130, , 
92,85232923,----未录制的宽度超过6.5毫米的磁带,0,20, , 
92,85232922,----未录制的宽度超过4毫米，但不超过6.5毫米的磁带,0,130, , 
92,85232921,----未录制的宽度不超过4毫米的磁带,0,130, , 
92,8523292,---磁带：, , , , 
92,85232919,----其他,0,14, , 
92,85232911,----未录制,0,14, , 
92,8523291,---磁盘：, , , , 
92,852329,--其他：, , , , 
92,85232120,---已录制,7.5/3.8,130, , 
92,85232110,---未录制,8.8/4.4,70, , 
92,852321,--磁条卡：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
93,85232,-磁性媒体：, , , , 
93,8523,录制声音或其他信息用的圆盘、磁带、固态非易失性数据存储器件、“智能卡”及其他媒体，不论是否已录制，包括供复制圆盘用的母片及母带，但不包括第三十七章的产品：, , , , 
93,85229099,----其他,15/12.5,80, ,10
93,85229091,----车载音频转播器或发射器,15/12.5,80, , 
93,8522909,---其他：, , , , 
93,85229039,----其他,22.5/18.8,100, ,15
93,85229031,----激光视盘机的机芯,22.5/18.8,100, ,17
93,8522903,---视频信号录制或重放设备用：, , , , 
93,85229029,----其他,22.5/18.8,100, , 
93,85229023,----磁头零件,15/12.5,100, , 
93,85229022,----磁头,18.8/15.6,100, , 
93,85229021,----走带机构（机芯)，不论是否装有磁头,18.8/15.6,100, , 
93,8522902,---盒式磁带录音机或放声机用：, , , , 
93,85229010,---转盘或唱机用,18.8/15.6,130, , 
93,85229,-其他：, , , , 
93,85221000,-拾音头,35,130, , 
93,8522,专用于或主要用于税目85.19或85.21所列设备的零件、附件：, , , , 
